Uber Type,City/Area Name,Market Name,State,Date Entered-Soft,Date Entered-Official,Date Left,Date Entered 2nd,Date Left 2nd,Source 1,Source 2,Source 3,Source 4,Notes
UberX,Reading,Reading,PA,,27-Mar-15,,,,https://newsroom.uber.com/us-pennsylvania/lancaster-york-and-reading-your-uber-has-arrived/,,,,
UberX,State College,State College,PA,,6-Feb-15,,,,https://newsroom.uber.com/us-pennsylvania/state-college-your-uber-is-arriving-now/,,,,
UberX,Scranton,Wilkes-Barre and Scranton,PA,,6-Feb-15,,,,https://newsroom.uber.com/us-pennsylvania/wilkes-barrescranton-your-uber-is-arriving-now/,,,,
UberX,Wilkes-Barre,Wilkes-Barre and Scranton,PA,,6-Feb-15,,,,https://newsroom.uber.com/us-pennsylvania/wilkes-barrescranton-your-uber-is-arriving-now/,,,,
UberX,Montreal,Montreal,QC,,29-Oct-14,,,,http://web.archive.org/web/20140122053110/https://www.uber.com/cities/montreal,http://montreal.ctvnews.ca/uberx-comes-to-montreal-offering-lifts-in-personal-vehicles-1.2077771,,https://web.archive.org/web/20141122074412/https://blog.uber.com/?p=112419,Only had uberTaxi prior to this
UberX,Quebec City,Quebec City,QC,,11-Feb-15,,,,https://newsroom.uber.com/canada/en/montreal-uberx-est-en-route-2-2/,,,,
UberX,Providence,Rhode Island,RI,,12-Sep-13,,,,https://newsroom.uber.com/us-rhode-island/uber-anchors-in-the-ocean-state/,,,,
UberX,Charleston,Charleston,SC,,10-Jul-14,,,,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,,,,
UberX,Columbia,Columbia,SC,,10-Jul-14,,,,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,,,,
UberX,Clemson,Greenville,SC,,10-Sep-15,,,,https://newsroom.uber.com/us-south-carolina/uber-just-rolled-into-clemson/,,,,
UberX,Greenville,Greenville,SC,,10-Jul-14,,,,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,,,,
UberX,Spartanburg,Greenville,SC,,16-Jul-15,,,,https://newsroom.uber.com/us-south-carolina/uber-just-rolled-into-spartanburg/,,,,
UberX,Myrtle Beach,Myrtle Beach,SC,,10-Jul-14,,,,https://newsroom.uber.com/us-south-carolina/south-carolina-your-uberx-is-arriving-now/,,,,
UberX,Hilton Head,Savannah-Hilton Head,SC,,27-Mar-15,,,,https://newsroom.uber.com/us-south-carolina/uber-just-rolled-into-hilton-head/,,,,
UberX,Chattanooga,Chattanooga,TN,,13-Nov-14,,,,https://newsroom.uber.com/us-tennessee/chattanooga-your-uber-is-arriving-now/,,,,
UberX,Knoxville,Knoxville,TN,,28-Aug-14,,,,https://newsroom.uber.com/uber-is-in-session/,,,,
UberX,Memphis,Memphis,TN,,24-Apr-14,,,,https://newsroom.uber.com/us-tennessee/raleigh-your-free-uberx-is-arriving-now-2/,,,,
UberX,Clarksville,Nashville,TN,,3-Mar-16,,,,https://newsroom.uber.com/us-tennessee/clarksville-your-uber-is-arriving-now/,,,,
UberBlack,Nashville,Nashville,TN,,9-Jan-14,,,,https://newsroom.uber.com/us-tennessee/nashville-your-uberblack-is-arriving-now/,,,,
UberX,Nashville,Nashville,TN,,10-Dec-13,,,,https://newsroom.uber.com/us-tennessee/nashville-uberx-better-cheaper-faster-than-a-taxi/,,,,
UberX,Bristol,Tri-Cities,TN,,19-Aug-16,,,,http://wjhl.com/2016/08/19/uber-rides-are-now-available-in-the-tri-cities/,,,,
UberX,Johnson City,Tri-Cities,TN,,19-Aug-16,,,,http://wjhl.com/2016/08/19/uber-rides-are-now-available-in-the-tri-cities/,,,,
UberX,Kingsport,Tri-Cities,TN,,19-Aug-16,,,,http://wjhl.com/2016/08/19/uber-rides-are-now-available-in-the-tri-cities/,,,,
UberX,Abilene,Abilene,TX,,12-Aug-15,,,,https://newsroom.uber.com/us-texas/abilene/,,,,
UberX,Amarillo,Amarillo,TX,,16-Jul-14,,,,https://newsroom.uber.com/uber-launching-amarillo-with-free-rides-for-two-weeks/,,,,
